STN-ID,STN-NAME,DISTRICT,LAT,LON,ELEVATION (M),BEGIN-DATE,END-DATE
01BT0515,'VAKANERI','BATTICALOA',7.92 N,81.43 E,16.0,1901-01-01,1972-11-30
01BT0516,'VALACHCHENAI','BATTICALOA',7.92 N,81.53 E,16.0,1938-04-01,9999-12-31
01BT0524,'VIRAGODA','BATTICALOA',7.37 N,81.70 E,16.0,1909-01-01,1976-12-31
01BT0536,'WAWINNA','BATTICALOA',7.23 N,81.57 E,16.0,1952-01-01,1963-09-30
01BT197B,'KALKUDAH','BATTICALOA',7.88 N,81.55 E,0.0,1996-07-01,9999-12-31
01BT206A,'KANDAKADUTARAI','BATTICALOA',8.07 N,81.15 E,16.0,1953-11-01,1966-08-31
01BT244B,'KIRANKULAM','BATTICALOA',7.60 N,81.77 E,2.0,2005-09-29,9999-12-31
01BT410B,'PASSIKUDA','BATTICALOA',7.93 N,81.55 E,5.0,2005-04-29,9999-12-31
01BT419A,'PERIYA ARU','BATTICALOA',7.50 N,81.50 E,16.0,1941-01-01,1963-12-31
01CB0003,'ALEXANDRA ESTATE','COLOMBO',7.08 N,79.90 E,16.0,1939-01-01,1979-12-31
01CB0016,'ANGODA MENTAL HOSPITAL','COLOMBO',6.93 N,79.92 E,15.2,1930-04-01,9999-12-31
01CB0025,'AVISSAWELLA ESTATE','COLOMBO',6.92 N,80.18 E,228.7,1897-01-01,9999-12-31
01CB0026,'AVISSAWELLA HOSPITAL','COLOMBO',6.95 N,80.22 E,30.5,1879-01-01,9999-12-31
01CB0038,'BATTARAMULLA','COLOMBO',6.90 N,79.92 E,15.0,2007-04-05,9999-12-31
01CB0067,'COLOMBO-ELIE HOUSE','COLOMBO',6.97 N,79.87 E,16.0,1919-11-01,1975-02-28
01CB0068,'COLOMBO-FORT (S.G.O)','COLOMBO',6.93 N,79.85 E,16.0,1943-01-01,1987-06-30
01CB0069,"'COLOMBO,MALIGAKANDA'",'COLOMBO',6.98 N,79.87 E,16.0,1894-01-01,1973-02-28
01CB0080,'DEHIWALA ZOO','COLOMBO',6.85 N,79.87 E,16.0,1936-09-10,9999-12-31
01CB0119,'FRANKLANDS ESTATE','GAMPAHA',7.18 N,80.05 E,16.0,1887-03-01,1973-10-31
01CB0150,'HANWELLA GROUP','COLOMBO',6.88 N,80.12 E,16.0,1932-06-01,9999-12-31
01CB0174,'HUNUPITIYA','COLOMBO',6.98 N,79.90 E,16.0,1937-01-01,1963-12-31
01CB0179,'INDIKADE','COLOMBO',6.88 N,80.15 E,16.0,1941-01-01,9999-12-31
01CB0268,'LABUGAMA TANK','COLOMBO',6.83 N,80.18 E,16.0,1879-07-08,9999-12-31
01CB0347,'MORATUWA','COLOMBO',6.78 N,79.88 E,16.0,1927-01-01,1963-12-31
01CB038B,'BATTARAMULLA','COLOMBO',6.90 N,79.92 E,15.0,2007-04-05,9999-12-31
01CB0390,'ORUWALA','COLOMBO',6.88 N,80.00 E,16.0,1967-02-01,9999-12-31
01CB0391,'ORANGE HILL','COLOMBO',7.03 N,79.93 E,16.0,1885-07-01,1977-07-31
01CB0446,'RANMUTHUGALA ESTATE','COLOMBO',7.02 N,79.97 E,16.0,1952-07-19,1977-09-30
01CB050A,'BORALESGAMUWA','COLOMBO',6.83 N,79.92 E,11.0,1990-09-01,9999-12-31
01CB068A,"'COLOMBO,RENNAISANCE HOTE'",'COLOMBO',6.92 N,79.83 E,0.0,1993-01-01,9999-12-31
01CB087C,"'PANNIPITIYA,DHARMAPALA V'",'COLOMBO',6.83 N,79.95 E,0.0,1993-06-01,9999-12-31
01CB109A,'ELSTON','COLOMBO',6.93 N,80.17 E,16.0,1984-01-01,9999-12-31
01CB166A,'HOMAGAMA','COLOMBO',6.83 N,80.02 E,11.0,1990-11-01,9999-12-31
01CB255B,'KOTTE','COLOMBO',6.92 N,79.90 E,16.0,1955-01-01,1973-12-31
01CB301A,'MALABE','COLOMBO',6.90 N,79.95 E,20.0,2007-03-01,9999-12-31
01CB311A,"'COLOMBO, MARADANA'",'COLOMBO',11.18 N,*****,0.0,1993-01-01,1994-06-30
01CB369A,'MEEGODA-NAWALAMULLA','COLOMBO',6.87 N,80.03 E,0.0,2002-06-03,9999-12-31
01CB385A,'OLABODUWA GROUP','COLOMBO',6.77 N,80.02 E,16.0,1944-01-01,1954-12-31
01CB385B,'OLABODUWA','COLOMBO',6.77 N,80.02 E,16.0,1954-01-01,1978-12-31
01CB393A,'PADUKKA ESTATE','COLOMBO',6.82 N,80.12 E,0.0,1993-09-01,9999-12-31
01CB393A,'PADUKKA ESTATE','COLOMBO',6.82 N,80.12 E,0.0,1993-09-01,9999-12-31
01CB403A,'PANAGODA','COLOMBO',6.87 N,80.02 E,16.0,1954-07-01,1960-09-30
01CB421A,'PILIYANDALA','COLOMBO',6.80 N,79.92 E,16.0,1953-03-01,1963-12-31
01cb421b,'PILIYANDALA','COLOMBO',6.80 N,70.92 E,1.0,2006-01-01,9999-12-31
01CB424B,'PITIPANA','COLOMBO',6.75 N,80.03 E,0.0,1994-01-01,9999-12-31
01CB469B,'COLOMBO PORT','COLOMBO',6.93 N,79.85 E,0.0,1993-01-01,9999-12-31
01CB478A,'ST.THOMAS ESTATE','COLOMBO',6.88 N,79.93 E,16.0,1955-01-01,1976-05-31
01GL0030,'BADDEGAMA ESTATE','GALLE',6.18 N,80.18 E,15.2,1908-10-01,9999-12-31
01GL0033,'BALAPITIYA','GALLE',6.28 N,80.05 E,16.0,1943-11-01,1991-09-30
01GL0041,'BEAUSEJOUR(LOWER)','GALLE',6.15 N,80.33 E,61.0,1905-01-01,9999-12-31
01GL0045,'BIKKE RESERVOIR','GALLE',6.05 N,80.22 E,16.0,1966-05-01,9999-12-31
01GL007A,'AMBALANGODA','GALLE',6.23 N,80.05 E,16.0,1966-07-01,1989-03-31
01GL0122,'GALAGODA','GALLE',6.22 N,80.08 E,16.0,1937-09-01,1972-08-31
01GL0165,'HIYARE','GALLE',6.07 N,80.32 E,100.6,1910-01-01,9999-12-31
01GL019A,'ARPTHORPE ESTATE','GALLE',6.20 N,80.32 E,16.0,1985-06-01,9999-12-31
01GL0255,'KOTTAWA TANK-GALLE','GALLE',6.10 N,80.30 E,16.0,1937-05-10,1979-08-31
01GL0267,'LABUDUWA','GALLE',6.07 N,80.23 E,16.0,1928-09-01,9999-12-31
01GL0330,'METEWILIYA ESTATE','GALLE',6.35 N,80.22 E,16.0,1952-08-01,1963-12-31
01GL041A,'BEAUSEJOUR(UPPER)','GALLE',6.17 N,80.35 E,16.0,1953-08-01,1976-06-30
01GL041B,'BENTOTA','KALUTARA',6.42 N,80.03 E,16.0,1956-10-01,1973-11-30
01GL041C,'BENTOTA ESTATE','GALLE',6.35 N,80.17 E,400.0,2007-07-01,9999-12-31
01GL0476,'ST.LEONARDS ESTATE','GALLE',6.28 N,80.15 E,16.0,1929-01-01,1990-01-31
01GL0506,'UDUGAMA','GALLE',6.22 N,80.35 E,16.0,1935-07-15,1963-07-31
01GL087C,'DEVITURAI ESTATE','GALLE',6.25 N,80.15 E,0.0,1994-01-01,9999-12-31
01GL102A,'EDDUMA ESTATE','GALLE',11.18 N,11.18 E,16.0,1954-12-01,1969-12-31
01GL164A,'HINIDUMA','GALLE',6.30 N,80.32 E,0.0,1994-01-01,9999-12-31
01GL177A,"'ETHALHENA EST, IMADUWA'",'GALLE',6.03 N,80.38 E,0.0,1996-11-20,9999-12-31
01gl252b,'KORELEGAMA','GALLE',6.23 N,80.33 E,350.0,2001-10-01,9999-12-31
01GL328B,'MEETIYAGODA','GALLE',6.20 N,80.10 E,1.0,1800-00-00,1999-91-23
01GL343A,'MONROVIA GROUP','GALLE',6.08 N,80.15 E,16.0,1954-12-01,9999-12-31
01GL403B,'PANAGALA','GALLE',6.27 N,80.33 E,16.0,1955-05-01,1966-03-31
01GL467A,'SIRIMEWANA GROUP','GALLE',5.12 N,80.35 E,16.0,1955-02-01,1985-12-31
01GL478C,'STOKESLAND ESTATE','GALLE',6.17 N,80.33 E,0.0,1993-01-01,9999-12-31
01GL490A,'TAWALAMA','GALLE',6.33 N,80.33 E,16.0,1954-02-01,9999-12-31
01GL491A,'WEWEGONA TEA FACTORY','GALLE',6.08 N,80.30 E,0.0,1996-11-20,9999-12-31
01GL501A,"'TITAGALLA, HANDUNGODA'",'GALLE',6.02 N,80.35 E,0.0,1996-11-20,9999-12-31
01GL513B,'USGODAKANDA ESATE','GALLE',6.10 N,80.23 E,16.0,1989-06-01,9999-12-31
01GL552A,'YAKKOTUWA','GALLE',6.27 N,80.13 E,16.0,1937-01-01,1969-12-31
01GM0011,'AMBEPUSSA GOVT FARM','GAMPAHA',7.28 N,80.17 E,54.9,1927-05-01,9999-12-31
01GM0070,'COMMILA ESTATE','GAMPAHA',7.05 N,80.08 E,16.0,1952-07-01,1966-02-28
01GM0077,'DANKOTUWA','GAMPAHA',7.30 N,79.88 E,16.0,1938-04-01,1965-01-31
01GM0095,'DOMPE','GAMPAHA',6.95 N,80.07 E,22.9,1941-01-01,9999-12-31
01GM0158,'HENARATHGODA BOT GRDNS','GAMPAHA',7.10 N,79.98 E,9.1,1891-01-01,9999-12-31
01GM0169,'HORAGAHALANDA','GAMPAHA',7.05 N,80.03 E,15.2,1934-08-01,9999-12-31
01GM0173,'HUNUMULLA','GAMPAHA',7.25 N,80.00 E,15.2,1941-01-01,9999-12-31
01GM0291,'MAHAGODELLA','GAMPAHA',7.23 N,79.93 E,16.0,1952-01-01,1963-11-30
01GM0373,'NEGOMBO','GAMPAHA',7.22 N,79.83 E,3.1,1879-01-01,9999-12-31
01GM0412,'PASYALA','GAMPAHA',7.15 N,80.13 E,16.0,1945-10-01,9999-12-31
01GM0441,'RAGAMA CAMP','GAMPAHA',7.02 N,79.93 E,16.0,1912-07-01,9999-12-31
01GM0475,'ST.JOSEPHS COLLEGE FARM','GAMPAHA',11.18 N,11.18 E,16.0,1940-03-01,1967-11-30
01GM0528,'WALPITA','GAMPAHA',7.27 N,80.05 E,16.0,1941-02-01,9999-12-31
01GM0542,'WESTER SEATON FARM','GAMPAHA',7.22 N,79.88 E,16.0,1941-01-01,1987-08-31
01GM142A,'HALGAHAPITIYA GROUP','GAMPAHA',7.23 N,80.10 E,16.0,1954-12-01,9999-12-31
01GM221B,'KATUNAYAKE AIR FORCE','GAMPAHA',7.18 N,79.88 E,0.0,1996-09-18,9999-12-31
01GM234A,'KELEPITIMULLA','GAMPAHA',7.23 N,79.95 E,0.0,1996-05-01,9999-12-31
01GM244A,"'KIRILLAWALA,KADAWATA'",'GAMPAHA',7.02 N,79.98 E,16.0,1989-01-01,9999-12-31
01GM246A,'KIRINDIWELA (COCONUT)','GAMPAHA',7.03 N,80.12 E,16.0,1992-04-01,9999-12-31
01GM340A,'MINUWANGODA','GAMPAHA',7.17 N,79.95 E,16.0,1943-01-01,1951-12-31
01GM378A,'NITTAMBUWA','GAMPAHA',7.13 N,80.10 E,16.0,1993-01-01,9999-12-31
01GM400A,'PALUGAHAWATTE','GAMPAHA',7.15 N,79.88 E,16.0,1954-09-01,1963-12-31
01GM463A,'SERUKELLE','PUTTALAM',7.77 N,79.95 E,1.0,1990-01-01,9999-12-31
01gm467D,'SIRIMALWATTA','GAMPAHA',7.30 N,80.10 E,30.0,2001-04-01,9999-12-31
01GM487B,'THAMMITA','GAMPAHA',7.10 N,79.95 E,0.0,1996-05-01,9999-12-31
01GM527A,'WALJAPALA GROUP','GAMPAHA',7.15 N,79.95 E,16.0,1955-01-01,1987-05-31
01GM528A,'WALPITA COCONUT','GAMPAHA',7.25 N,80.03 E,16.0,1992-01-01,9999-12-31
01GM538B,'WELISARA-NAVY','GAMPAHA',7.02 N,79.90 E,0.0,1997-08-07,9999-12-31
01HT0008,'AMBALANTOTA GOVT. FARM','HAMBANTOTA',6.12 N,81.02 E,6.1,1921-10-01,9999-12-31
01HT0037,'BATA ATA','HAMBANTOTA',6.10 N,80.92 E,24.4,1926-10-01,9999-12-31
01HT0053,'BUNDALA LEWAYA','HAMBANTOTA',6.20 N,81.25 E,16.0,1947-07-01,9999-12-31
01HT0056,'BUTTAWA','HAMBANTOTA',6.75 N,81.25 E,16.0,1952-12-01,1952-12-31
01HT005A,'ANGUNAKOLAPELESSA','HAMBANTOTA',6.17 N,80.88 E,16.0,1969-04-01,9999-12-31
01HT008A,'AMBALANTOTA PADDY RESEAR','HAMBANTOTA',6.12 N,81.02 E,0.0,1995-07-01,9999-12-31
01HT0146,'HAMBANTOTA-COTTON STN','HAMBANTOTA',6.15 N,81.13 E,16.0,1951-08-01,1987-02-28
01HT0244,'KIRAMA','HAMBANTOTA',6.22 N,80.67 E,122.0,1879-01-01,9999-12-31
01HT0246,'KIRINDA','MATARA',6.07 N,80.63 E,16.0,1951-08-01,1973-05-31
01HT0276,'LIYANGAHATOTA','HAMBANTOTA',6.23 N,80.93 E,16.0,1913-02-01,9999-12-31
01HT028A,'BADAGIRIYA TANK','HAMBANTOTA',6.23 N,81.15 E,16.0,1955-03-01,9999-12-31
01HT0292,'MAHA LEWAYA (HAMBANTOTA)','HAMBANTOTA',6.13 N,81.13 E,16.0,1937-01-01,9999-12-31
01HT0303,'MAMADOLA','HAMBANTOTA',6.13 N,80.97 E,16.0,1894-07-01,9999-12-31
01HT0331,'MIDDENIYA','HAMBANTOTA',6.25 N,80.77 E,16.0,1926-10-01,1954-07-31
01HT0332,'MIGAHAJANDURA SCHOOL','HAMBANTOTA',6.37 N,81.03 E,16.0,1930-02-01,1989-02-28
01HT037A,'BATAATA (BLOCK TWO)','HAMBANTOTA',6.08 N,80.90 E,85.0,2006-03-18,9999-12-31
01HT0396,'PALATUPANA SALTERN','HAMBANTOTA',6.25 N,81.38 E,16.0,1932-01-01,9999-12-31
01HT0453,'RIDIYAGAMA IRRIGATION','HAMBANTOTA',6.22 N,80.98 E,16.0,1923-03-01,9999-12-31
01HT0490,'TANGALLA','HAMBANTOTA',6.02 N,80.80 E,16.0,1879-01-01,9999-12-31
01HT0500,'TISSAMAHARAMA AGRI','HAMBANTOTA',11.18 N,11.18 E,16.0,1931-03-01,1979-09-30
01HT0501,'TISSAMAHARAMA IRRIGATION','HAMBANTOTA',6.28 N,81.30 E,16.0,1879-01-01,9999-12-31
01HT0507,'UDUKIRIWILA','HAMBANTOTA',6.15 N,80.77 E,16.0,1879-01-01,1967-01-31
01HT0508,'UDUWILA','HAMBANTOTA',6.25 N,81.25 E,16.0,1923-08-01,1991-10-31
01HT0551,'YALA','HAMBANTOTA',6.37 N,81.53 E,16.0,1922-11-01,9999-12-31
01HT079C,'DEHIGAHAHENA','HAMBANTOTA',6.20 N,80.62 E,300.0,2008-10-23,9999-12-31
01HT141C,'HANDUNE_GALA','HAMBANTOTA',6.20 N,80.62 E,850.0,2008-09-24,9999-12-31
01HT172A,"'HUNGAMA,CERAMIC'",'HAMBANTOTA',6.12 N,80.93 E,16.0,1993-02-01,9999-12-31
01HT280A,'LUNUGAMWEHERA','HAMBANTOTA',6.33 N,81.20 E,16.0,1983-05-01,9999-12-31
01HT281C,'MEDAMULANA','HAMBANTOTA',6.17 N,80.75 E,180.0,2007-11-16,9999-12-31
01HT290B,'MAHAGALWEWA','HAMBANTOTA',6.38 N,81.03 E,11.0,1990-10-15,9999-12-31
01HT340B,'MIRIJJAWILA','HAMBANTOTA',6.12 N,81.07 E,0.0,1994-01-01,9999-12-31
01HT356C,'MURUTHAWELA WEWA','HAMBANTOTA',6.20 N,80.73 E,0.0,1995-05-01,9999-12-31
01HT449C,'RANMALA KANDA','HAMBANTOTA',6.23 N,80.63 E,87.0,2008-10-23,9999-12-31
01HT453A,'RIDIYAGAMA IRRIGATION','HAMBANTOTA',6.18 N,80.97 E,0.0,1994-01-01,9999-12-31
01HT453A,'RIDIYAGAMA IRRIGATION','HAMBANTOTA',6.18 N,80.97 E,0.0,1994-01-01,9999-12-31
01HT460B,'SAPUTHANTHRI KANDA','HAMBANTOTA',6.23 N,80.63 E,1350.0,2008-10-01,9999-12-31
01ht481a,'SURIYAWEWA','HAMBANTOTA',6.32 N,80.00 E,200.0,1965-01-01,9999-12-31
01HT484A,'THALAPATH KANDA','HAMBANTOTA',6.22 N,80.62 E,1100.0,2008-09-01,9999-12-31
01HT536A,'WIRAWILA','HAMBANTOTA',6.28 N,81.23 E,11.0,1990-09-01,9999-12-31
01JF0082,'DELFT','JAFFNA',9.53 N,79.70 E,16.0,1910-07-01,1979-01-31
01JF0106,'ELEPHANT PASS SALTERN','KILINOCHCHI',9.50 N,80.40 E,16.0,1922-05-01,1990-05-31
01JF0184,'IYAKACHCHI','KILINOCHCHI',9.57 N,80.40 E,16.0,1951-01-01,1990-04-30
01JF0186,'JAFFNA COLLEGE','JAFFNA',9.73 N,79.95 E,16.0,1889-10-01,1982-12-31
01JF0187,'JAFFNA FARM SCHOOL','JAFFNA',9.70 N,80.03 E,3.1,1927-10-01,9999-12-31
01JF0213,'KANKESANTURAI-HOSPITAL','JAFFNA',9.82 N,80.05 E,16.0,1950-12-01,1967-08-31
01JF0214,'KANKESANTURAI-CEMENT FTY','JAFFNA',9.78 N,80.03 E,16.0,1941-01-01,1964-09-30
01JF0225,'KAYTS-POST OFFICE','JAFFNA',9.70 N,79.87 E,3.0,1893-09-01,1990-06-30
01JF024C,'ATCHUVELY','JAFFNA',9.77 N,80.10 E,14.0,2006-06-08,9999-12-31
01JF0258,'KUDATHANAI','JAFFNA',9.73 N,80.27 E,16.0,1967-06-01,1985-05-31
01JF0341,'MIRISUVIL','JAFFNA',9.67 N,80.27 E,16.0,1951-06-01,1985-05-31
01JF0398,'PALLAI','JAFFNA',9.62 N,80.33 E,16.0,1879-01-01,1969-12-31
01JF0425,'POINT PEDRO','JAFFNA',9.83 N,80.23 E,16.0,1891-03-01,1963-12-31
01JF0444,'RAMANATHAN COLLEGE','JAFFNA',9.73 N,80.02 E,16.0,1931-12-01,1963-12-31
01JF062A,'CHAVAKACHCHERI','JAFFNA',9.67 N,80.17 E,16.0,1893-11-01,1987-08-31
01JF251A,'KONDAVIL','JAFFNA',9.70 N,80.03 E,16.0,1968-01-01,1985-06-30
01JF258B,'KURINCHATIVU','KILINOCHCHI',9.52 N,80.40 E,16.0,1984-11-01,1990-05-31
01JF360A,'NAINATIVU','JAFFNA',9.60 N,79.77 E,16.0,1956-04-01,9999-12-31
01JF376A,'NEW TIRUKKOVIL','BATTICALOA',7.22 N,81.85 E,16.0,1926-01-01,1963-12-31
01JF399A,'PALLAVARAYAN KADU','JAFFNA',9.40 N,80.27 E,16.0,1973-04-01,1992-09-30
01JF493A,'THONDAMANNAR','JAFFNA',9.82 N,80.13 E,16.0,1954-07-01,1984-12-31
01KE0002,'ALAGALLA','KEGALLE',7.28 N,80.48 E,323.2,1910-05-01,1988-02-29
01KE0009,'AMBANPITIYA','KEGALLE',7.23 N,80.32 E,201.2,1879-02-01,9999-12-31
01KE0021,'ARANAYAKE GOVT. HOSPITAL','KEGALLE',7.18 N,80.47 E,16.0,1905-08-01,9999-12-31
01KE0024,'ARSLENA ESTATE','KANDY',6.95 N,80.50 E,16.0,1943-01-01,1983-05-31
01KE0028,'BADAGAMUWA','KEGALLE',7.50 N,80.40 E,16.0,1937-06-01,1974-03-31
01KE0038,'BATALAGODA TANK','KURUNEGALA',7.52 N,80.45 E,16.0,1897-01-01,9999-12-31
01KE003A,'ALGAMA ESTATE','KEGALLE',7.18 N,80.18 E,16.0,1941-01-01,1960-10-31
01KE0043,'BERNA ESTATE','KEGALLE',7.47 N,80.17 E,16.0,1910-07-01,1975-08-31
01KE0064,'CHESTERFORD','KEGALLE',7.07 N,80.18 E,198.2,1949-09-01,9999-12-31
01KE0073,'DABAR ESTATE','KEGALLE',6.90 N,80.38 E,228.7,1929-10-01,1988-09-30
01KE0089,'DIGALLA ESTATE','KEGALLE',6.95 N,80.30 E,122.0,1886-03-01,9999-12-31
01KE0091,'DIWELA ESTATE','KEGALLE',7.22 N,80.38 E,16.0,1909-08-01,1972-03-31
01KE009B,'AMBANPITIYA ESTATE','KEGALLE',7.23 N,80.32 E,201.2,2003-03-01,9999-12-31
01KE0100,'DUNEDIN ESTATE','KEGALLE',7.03 N,80.28 E,122.0,1882-11-01,9999-12-31
01KE0113,'ERAMINIGOLLA','KEGALLE',7.30 N,80.38 E,16.0,1938-11-01,9999-12-31
01KE0115,'ETNAWALA','KEGALLE',7.20 N,80.20 E,16.0,1920-04-01,1956-07-31
01KE0120,'FROCESTER ESTATE','KALUTARA',6.67 N,80.12 E,15.2,1952-07-01,9999-12-31
01KE0126,'GALGAMUWA TANK','KURUNEGALA',7.98 N,80.28 E,16.0,1908-07-01,9999-12-31
01KE0155,'HAVILAND ESTATE','KEGALLE',7.10 N,80.42 E,16.0,1944-01-01,1969-12-31
01KE016A,'ANHETIGAMA ESTATE','KEGALLE',6.93 N,80.27 E,300.0,1990-06-01,9999-12-31
01KE0181,'INGOYA ESTATE','KEGALLE',7.02 N,80.43 E,304.9,1922-11-01,1990-11-30
01KE0205,'KANANGAMA ESTATE','KEGALLE',7.00 N,80.28 E,16.0,1883-05-01,1958-02-28
01KE021B,'ARANAYAKE MINI HYDRO PRO','KEGALLE',7.13 N,80.47 E,0.0,2004-10-01,9999-12-31
01KE0230,'KEGALLE','KEGALLE',7.25 N,80.35 E,16.0,1913-01-05,1963-12-31
01KE0235,'KEMPITIKANDA (WOODLANDS)','KEGALLE',7.30 N,80.43 E,16.0,1925-09-01,1965-11-30
01KE0275,'LINIYAGALA GROUP','KEGALLE',6.93 N,80.37 E,16.0,1949-09-01,9999-12-31
01KE0301,'MALIBODA','KEGALLE',6.88 N,80.43 E,274.4,1913-08-01,9999-12-31
01KE0321,'MAWANELLA HOSPITAL','KEGALLE',7.25 N,80.45 E,16.0,1938-04-01,1963-12-31
01KE0365,"'NARANGALLA,MOUNT CARMEL'",'KEGALLE',7.13 N,80.43 E,16.0,1937-05-15,9999-12-31
01KE0365,'MOUNT CARMEL','KEGALLE',7.52 N,80.15 E,16.0,1989-01-01,1999-12-31
01KE0423,'PINDENIYA','KEGALLE',7.17 N,80.30 E,16.0,1935-07-01,1963-12-31
01KE0445,'RAMBUKKANA','KEGALLE',7.32 N,80.40 E,16.0,1937-09-01,1956-11-30
01KE0458,'RUWANWELLA REST HOUSE','KEGALLE',7.05 N,80.25 E,16.0,1910-07-01,1969-07-31
01KE045A,'BINGIRIYA TILE WORKS','KURUNEGALA',7.62 N,79.95 E,16.0,1938-01-01,1992-10-31
01KE048A,'BODIMULLA GROUP','KEGALLE',7.52 N,80.10 E,16.0,1954-12-01,1970-11-30
01KE049A,'BOPITIYA','KURUNEGALA',9.32 N,80.07 E,50.0,2007-06-15,9999-12-31
01KE0503,'UNDUGODA','KEGALLE',7.13 N,80.37 E,16.0,1950-01-01,9999-12-31
01KE0523,'VINCIT ESTATE','KEGALLE',7.08 N,80.22 E,16.0,1925-09-18,9999-12-31
01KE0526,'WAGOLLA','KEGALLE',7.30 N,80.38 E,16.0,1949-11-01,9999-12-31
01KE0544,'WEWELTALAWA ESTATE','KEGALLE',7.05 N,80.38 E,16.0,1944-01-01,9999-12-31
01KE0553,'YATADERIYA ESTATE','KEGALLE',7.13 N,80.37 E,16.0,1888-01-01,9999-12-31
01KE0555,'YOGAMA ESTATE','KEGALLE',6.92 N,80.27 E,16.0,1952-07-01,9999-12-31
01KE079B,'DEDIGAMA','KEGALLE',7.22 N,80.25 E,100.0,2003-06-01,9999-12-31
01KE104C,'EILA ESTATE','KEGALLE',6.98 N,80.33 E,220.0,2000-11-01,9999-12-31
01KE104D,'UDABAGE','KEGALLE',6.97 N,80.35 E,440.0,2005-06-24,9999-12-31
01KE105A,'ELADUWA ESTATE','KALUTARA',6.50 N,80.05 E,16.0,1954-12-01,1982-09-30
01KE113B,'ERAMINIGOLLA (COCONUT)','KEGALLE',7.30 N,80.37 E,16.0,1993-01-01,9999-12-31
01KE140A,'GOKARELLA','KURUNEGALA',7.60 N,80.48 E,16.0,1972-10-01,2006-04-24
01KE140A,'GOKARELLA','KURUNEGALA',7.60 N,80.48 E,16.0,2006-04-24,1972-10-01
01KE140A,'GOKARELLA','KURUNEGALA',7.60 N,80.48 E,16.0,1972-10-01,9999-12-31
01KE141D,'HAKBELLAWAKA','KEGALLE',6.98 N,80.35 E,200.0,2010-02-24,9999-12-31
01KE152C,'HATMATTA','KEGALLE',7.07 N,80.25 E,50.0,2006-10-05,9999-12-31
01KE247A,"'RAMBUKKANA,KIRIWALLAPITY'",'KEGALLE',7.33 N,80.37 E,0.0,1993-01-01,9999-12-31
01KE300B,'MAKANDURA','KEGALLE',7.32 N,79.98 E,26.0,2007-03-28,9999-12-31
01ke312A,'MARANDAWILA FARM','KURUNEGALA',7.63 N,79.95 E,0.0,1993-01-01,9999-12-31
01KE319A,'MATHEMAGODA (COCONUT)','KEGALLE',11.18 N,11.18 E,16.0,1993-01-01,9999-12-31
01KE345B,'MORALIOYA','KEGALLE',7.02 N,80.22 E,90.0,2006-10-01,9999-12-31
01KE478D,'STINSFORD','KEGALLE',7.05 N,80.18 E,190.0,2006-10-16,9999-12-31
01KE485E,'THELIGAMA','KEGALLE',7.00 N,80.38 E,0.0,1999-08-01,9999-12-31
01KE504A,'UDAHENKANDE DIVISION','KEGALLE',6.93 N,80.33 E,16.0,1953-04-23,1968-12-31
01KE505B,'UDAPOLLA ESTATE','KEGALLE',6.88 N,80.33 E,240.0,2000-01-01,9999-12-31
01KE530A,'WARAKAPOLA(NIYADURUPOLA)','KEGALLE',7.15 N,80.22 E,280.0,2003-05-26,9999-12-31
01KE537B,"'WEDDAWALA, WAHARAKA'",'KEGALLE',7.07 N,80.20 E,0.0,1996-12-18,9999-12-31
